CENTRO,CIF,GRUPO,U.V.I.,URGENC.,DIRECCIÓN,CPOSTAL,POBLACIÓN,PROVINCIA,COMUNIDAD AUTÓNOMA,TELEFONO,lat,lon
POLIclínica AMESA,A97189799,C2,N,N,"Pintor Segrelles, 53 bajo",46870,ONTENIENTE,VALENCIA ,C. VALENCIANA ,962915150,38.8223,-0.607
POLICLÍNICA BARCELONA ,B08289456,A,S,S,"Guillermo Tell, 4",08349,BARCELONA,BARCELONA,CATALUÑA,934161616,41.5167,2.4
"POLIclínica BENAVENTE, S.A.",A49219371,C2,N,N,"Costanilla de  Valladolid, 7 Bjos",49600,BENAVENTE,ZAMORA,CASTILLA LEÓN,980635244,42.0025,-5.6783
POLIclínica CEMEI,B82203993,C2,N,N,"Dali, 23",28210,VALDEMORILLO,MADRID,C. MADRID,918977210,40.1309375,-3.6817375
POLICLÍNICA COMARCAL DEL VENDRELL,B43032713,A,N,N,"Avda. Santa Oliva, 51-53",43710,EL VENDRELL,TARRAGONA,CATALUÑA,977660140,41.2598,1.75855
POLICLÍNICA CORNELLA,B60994241,C2,N,N,Verge de Monserrat s/n,08940,CORNELLA DE LLOBREGAT ,BARCELONA,CATALUÑA,934752772,41.35,2.0833
POLIclínica CRICER,E37531282,C2,N,N,"Dimas Madariaga, 14-20",37005,SALAMANCA,SALAMANCA,CASTILLA LEÓN,923251588,40.9742,-5.6597
POLICLÍNICA DE ALMERÍA,A21037122,C2,N,N,Avd Federico García Lorca 50,04005,Almeria,Almeria,Andalucía,950258391,36.8381,-2.4597
POLIclínica DEL LEVANTE,B04182374,C2,N,N,"Calle Monjas, 3",04600,HUERCAL OVERA,Almería ,Andalucía,954 711 111/950258391,37.40343333333333,-1.985766666666667
POLICLÍNICA DEL PONIENTE S.L. -EL EJIDO,B04182374,C2,N,N,"Conde de Barcelona, 32",04700,EL EJIDO,ALMERÍA,ANDALUCÍA,950583066,36.79915,-2.8335999999999997
POLICLÍNICA DEL PONIENTE S.L. -EL PARADOR,B04182374,C2,N,N,"Benito Pérez Galdos, 16",04721,EL PARADOR-ROQUETAS DE MAR,ALMERÍA,ANDALUCÍA,950345710,36.8315,-2.6427
"POLIclínica EL CARMEN DE RIVEIRA (MALECON CENTRO MÉDICO, S.L.)",B15555642,C2,N,N,Campo de Marte nº 1,15960,RIVEIRA,CORUÑA,GALICIA,981872154,42.5535,-8.9909
POLIclínica FISIOMED,B37397734,C2,N,N,"Paseo de Canalejas 75, 1º",37001,SALAMANCA,SALAMANCA,CASTILLA LEÓN,923281169,40.9639,-5.6606
POLIclínica GALILEO,B44245454,C2,N,N,"Los Enebros, 74 bajo",44002,TERUEL,TERUEL,ARAGÓN,978621467,40.3315,-1.0992
POLICLÍNICA GUAN AN MEN ,B43413533,C2,N,N,"Larache 10, 2",43870,AMPOSTA,TARRAGONA,CATALUÑA,977 703 703,40.7095,0.5774
POLIclínica GUIPUZKOA,A20034047,A,S,S,"Paseo Miramon, 174",20009,SAN SEBASTIAN,GUIPÚZCOA,PAÍS VASCO,943002800,43.3128,-1.975
POLIclínica IMED TORREVIEJA ,B98059314,C2,N,N,Avda Rosa Mazón s/n centro comercial ozone,03184,TORREVIEJA,ALICANTE,C. VALENCIANA,966817406,37.9948,-0.6869
"POLICLÍNICA LA VEGA, S.L.",B54217674,C2,N,N,"Obispo Rocamora, 12",03300,ORIHUELA,ALICANTE,C. VALENCIANA,966342646// 655686304,38.0859,-0.94545
POLIclínica LACIBIS,B92215326,C2,,,Plaza Andalucia Edificio La Luna Bajo,29100,Coin,MALAGA,ANDALUCIA,952 45 33 21,36.6618,-4.7533
POLICLÍNICA LACIBIS-MARTINEZ S.L.,B93273043,C2,N,N,Leandro Fdez. De Moratin nº 3ºEdif. Albaicin local1,29130,ALHAURIN DE LA TORRE,MÁLAGA,ANDALUCÍA,951511819 / 638027423,36.67518571428571,-4.561885714285714
POLICLÍNICA LOJA S.L.,B18709360,C2,N,N,"Cuesta Campos, 10 bajo",18300,LOJA,GRANADA,ANDALUCÍA,958325065/634994248,37.168533333333336,-4.151133333333333
POLIclínica MAIO,B54930292,C2,N,N,MAESTRO J. GARBIERO SERRANO 11,03540,ALICANTE,ALICANTE,C. VALENCIANA,628521988,38.49665,-0.29955
POLIclínica MARESME S.L.,B63480438,C2,N,N,"Garbi, 40",08397,PINEDA DE MAR,BARCELONA,CATALUÑA,937621717,41.6276,2.6889
POLIclínica MEDICA HIPOCRATES,B47687462,C2,N,N,"Recoletas, 7 Bajo",47006,VALLADOLID,VALLADOLID,CASTILLA LEÓN,983308265,41.6398,-4.7388
"POLIclínica MÉDICO LABORAL UBEDA, S.L.",B23574411,C2,N,N,"Explanada, 2 bajo",23400,UBEDA,JAEN,ANDALUCÍA,953755907,38.0133,-3.3705
POLICLÍNICA NTRA. SRA. DE LOS REMEDIOS,B90467358,C2,NO,NO,Paseo de la Alameda 8 ,41530,Morón de la Frontera,Sevilla,Andalucía,652919129,37.12125,-5.4948999999999995
POLIclínica NUESTRA SEÑORA DE FÁTIMA,B33885211,C2,N,N,"Candas 16-18, bajos",33207,GIJON,ASTURIAS,ASTURIAS,"985346276
985342963",43.5357,-5.6615
POLIclínica ROQUETAS DE MAR,B04453486,C2,N,N,Jose Maria Cagigal nº 8,O4740,ROQUETAS  DE MAR,ALMERIA,ANDALUCÍA,950329099,,
"POLIclínica SAN LUCAR, S.L.",B11594363,C2,N,N,Orfeón santa Cecilia edif. Mirador del Coto Bajo,11540,SAN LUCAR DE BARRAMEDA,CÁDIZ ,ANDALUCÍA,956363904/692173028,36.776133333333334,-6.361433333333333
POLIclínica SEAP BARBASTRO POLICLÍNICA SOMONTANO,B22230056,C2,N,N,"Avd. Pirineos,11",22300,BARBASTRO ,HUESCA,ARAGÓN,974316515,42.0362,0.1262
POLIclínica SEAP BINEFAR,B22230056,C2,N,N,"Benito Coll, 85",22500,BINEFAR,HUESCA,ARAGÓN,974429851,41.8514,0.2943
POLIclínica SEAP MONZÓN,B22230056,C2,N,N,"Barón de Éroles, 15",22400,MONZÓN ,HUESCA,ARAGÓN,974404280,41.9108,0.1941
"POLIclínica SEKHMET, S.L.",B18928994,C2,N,N,"C/ CIEGO DE ARJONA, Nº 3 LOCAL 4",18012,GRANADA,GRANADA,ANDALUCÍA,958806929,37.1878,-3.603
POLIclínica SERMESA ALZIRA ,A46557716,C2,N,N,"Trinidad Redal, 53",46600,ALZIRA,VALENCIA,C. VALENCIANA,962455592/963134111,39.1518,-0.4333
"POLICLÍNICA SERMESA LA POBLA DE VALLBONA (Servicios de Medicina Preventiva, S.A)",A46557716,C2,N,N,"Plaza del Huerto, 5",46185,LA POBLA DE  VALLBONA ,VALENCIA,C. VALENCIANA,962760178,39.6,-0.55
"POLICLÍNICA SERMESA MISLATA (Servicios de Medicina Preventiva, S.A)",A46557716,C2,N,N,"Emparrado, 3",46920,MISLATA ,VALENCIA,C. VALENCIANA,963134111,39.4722,-0.4112
POLIclínica SMD PTS,19531334B,C2,N,S,AV. DEL CONOCIMIENTO EDIF I+D ARMILLA PL. B,18016,ARMILLA,GRANADA,ANDALUCÍA,958176597,37.13415,-3.6118
POLIclínica TERUEL SL,B44254001,C2,N,N,"CAMINO CASTRALVO 17, BAJOS",44002,TERUEL,TERUEL,ARAGÓN,978620780,40.3315,-1.0992
POLICLINICA TOMARES LOS REMEDIOS,48932272W,C2,NO,NO,"AV JUAN CARLOS I, 2",41940,TOMARES,SEVILLA,ANDALUCIA,637734844,37.3809,-6.0423
POLICLÍNICA TRETON,B60552890,C2,N,N,Plaça del Progrés 24,08224,TERRASSA,BARCELONA,CATALUÑA,937808866,41.5601,2.0005
"POLIclínica VILLARROBLEDO, S.L.",B02252195,C2,N,N,"Senda Molinera, 2",02600,VILLARROBLEDO,ALBACETE,CASTILLA LA MANCHA,967142037,39.2683,-2.6035
POLICLÍNICA VIRGEN DE LOS DOLORES,B30738355,C2,N,N,"Alfonso XIII, 103",30310,LOS DOLORES-CARTAGENA,MURCIA,REGIÓN DE MURCIA,968535030,37.6051,-0.9862
POLIclínica VOLTA ,B73449787,C2,N,N,c/ Casteliche 2 Bajo,30008,MURCIA,MURCIA,REGIÓN DE MURCIA,968240946,37.987,-1.13
"POLICLÍNICAS IBÉRICAS SIGLO XXI, S.L. (CENTRO MÉDICO VALDEMORO RESTON)",B47594056,C2,N,N,"Avda. del Mar Mediteráneo, 3 (edificio cristal)",28341,VALDEMORO,MADRID,C. MADRID,918954957,40.1833,-3.6841
"POLICLÍNICO HM LA PALOMA (HM Hospitales 1989, S.A.)",A79325858,C2,,,c/Virgen de la Paloma 15,28850,TORREJON DE ARDOZ,MADRID,MADRID,916562344,40.4554,-3.4697
POLICLINICO REDONDELA,B94164530,C2,N,N, RÚA PAI CRESO 41,36800,REDONDELA,PONTEVEDRA,GALICIA,886111975,42.369,-8.5199
POLICLINICO SAN CARLOS GRUPO HLA,B54933270,C,N,N,"Partida Les Madrigueres Sud, 8 
",03700,Denia,Alicante,C. VALENCIANA,966427092,38.932048,0.017624
"POLIMEDIC,S.L.U.",B17506742,C2,N,N,"Anselm Clavé, 93",17300,Blanes,GIRONA,CATALUÑA,972353525,41.6767,2.788
PRATSALUT,B66739483,C2,N,N,"C.PENEDES,68",08820,PRAT DE LLOBREGAT,BARCELONA,CATALUÑA,934745721,41.3278,2.0947
PROSAUDE CAMBADOS S.L.P.,B36053627,C2,N,N,"Avda. Villagarcia, nº 13 Bajo",36630,CAMBADOS,PONTEVEDRA,GALICIA,986543938,42.5062,-8.6673
PROSAUDE S.L.,B36049120,C2,N,N,"Avda. de Marín, nº 18  1º",36940,CANGAS DEL MORRAZO,PONTEVEDRA,GALICIA,986304344,42.2641,-8.7846
PUERTO REGUERA S.L (clinfor),B11919685,C2,N,S,"AVD.LOS ALAMOS,2",11407,JEREZ DE LA FRONTERA,CADIZ,ANDALUCÍA,666677021,36.6865,-6.1361
QUIRONSALUD ALICANTE,B87324844,C2,,,"C/ Cruz de Piedra, 4",03015,Alicante,Alicante ,C. VALENCIANA ,966972900,38.3681,-0.4696
QUIRONSALUD HOSPITAL COSTA DE LA LUZ,B87324844 ,A,S,S,"Punta Umbria, 8",21004,HUELVA,HUELVA,ANDALUCÍA,959242100,37.2628,-6.9453
"R. Y R. PRADO, S.L. -  SANITEC CENTER",B37377348,C2,,,Plaza de España 13 Bajo,37004,Salamanca,SALAMANCA,CASTILLA LEÓN,923 263 440,40.9746,-5.652
CLÍNICAS MC TORROX COSTA,25087814N,C2,NO,NO,"Carretera de Almeria, 30",29793,Torrox Costa,Málaga,Andalucía,  951 43 08 79,36.739525,-3.9787875
RAKIAL ASISTENCIA,B13634316,C2,,,c/ Socuellanos 58 3 º D,13700,TOMELLOSO ,CIUDAD REAL,CASTILLA LA MANCHA,910882456,39.1574,-3.0191
RANCHAL MEDICINA DEL DEPORTE,B56031222,C2,N,N,PZ/ FLOR DE OLIVO,14001,CORDOBA,CORDOBA,ANDALUCÍA,665078545,37.8916,-4.7727
"RAPECA Y ASOCIADOS 2011, SL. clínica SINTESIS CENTER",B93133882,C2,N,N,"CALLE MARMOLES NUMERO 14, BAJO A",29007,MALAGA,MALAGA,ANDALUCÍA,657515438,36.7202,-4.4203
RCM clínica FISIOTERAPIA Y RECUPERACIÓN,75154852Y,C2,N,N,"Calle María Auxiliadora, n.14",18360,HUÉTOR TÁJAR,Granada,Andalucía,673 457 954,37.1983,-4.0469
REAL FUNDACION HOSPITAL DE LA REINA,G24031114,B,N,S,"Hospital, 28",24401,PONFERRADA,LEÓN,CASTILLA LEÓN,987409109,42.5463,-6.5878
"REHABILITACION  Y FISOTERAPIA CASTELLON, S.L.",B12825147,C2,N,N,"Dr. Fleming, 3 bajo",12005,CASTELLÓN,CASTELLÓN,C. VALENCIANA,964190488,40.2108,0.0272
REHABILITACION 2010 S.L,B07731573,C2,N,N,"Avinguda Arquitecte Gaspar Bennasar, 23 - Bajos",07004,PALMA DE MALLORCA ,MALLORCA,BALEARES,971 29 29 77,39.5694,2.6502
REHABILITACION BARRAQUER S.L,B14470340,C2,,,C/ DOCTORA BARRQUER 14 ENTREPLANTA,14004,CORDOBA,CORDOBA,ANDALUCÍA,957297142,37.8916,-4.7727
REHABILITACIÓN BARRAQUER S.L.,B14470330,C2,N,N,"Doctor Barraquer, 14 Entreplanta",14004,CÓRDOBA,CÓRDOBA,ANDALUCÍA,957297142,37.8916,-4.7727
REHABILITACIÓN CARPIN,B85214120,C2,N,N,"Principe de Vergara, 53",28006,MADRID,MADRID,C. MADRID,914355259,40.4344,-3.6805
REHABILITACIÓN Y FISIOTERAPIA OPORTO,B87585584,C,N,N,"C/ GAVIOTA, 23",28025,MADRID,MADRID,C. MADRID,639538481,40.3832,-3.7369
REHAVITALIS DOCTOR ESQUERDO,B81871725,C2,N,N,"DOCTOR ESQUERDO, 112 POSTERIOR",28007,MADRID,MADRID,C. MADRID,915018137,40.4066,-3.6724
REHAVITALIS EUGENIO SALAZAR,B81871725,C2,N,N,"EUGENIO SALAZAR, 47",28002,MADRID,MADRID,C. MADRID,917452270,40.4465,-3.6751
"RESIDENCIAL DOS AGUAS, S.L. (CLINICA CARAVACA)",B73162968,C2,N,N,"AVDA. MARUJA GARRIDO, 5 BAJO",30400,CARAVACA DE LA CRUZ,MURCIA,MURCIA,968703904,38.0823,-1.9868
"ROBERTO DE LA VEGA RUIZ, S.L.P.",B92976570,C2,N,N,"Barroso, 7  2º izda",29001,MALAGA,MALAGA,ANDALUCÍA,952603986,36.7202,-4.4203
RYMAR FISIOTERAPIA,J54843107,C2,N,N,COMPOSITOR RUIZ GASCH 5,03330,CREVILLENTE,ALICANTE,C. VALENCIANA,603687854,38.2491,-0.8095
SAIBELA – CENTRE DE REHABILITACIÓ PREVENTIVA LABORAL,B64211343,C2,N,N,"Gran, 59",08295,SANT VICENÇ DE CASTELLET ,BARCELONA,CATALUÑA,938332177,41.6667,1.8667
SALUMED ALCOR S.L. ,B40372574,C2,,,"C/ Sevilla, 2 ",41510,Mairena del Alcor,Sevilla ,ANDALUCÍA ,955159029,37.373,-5.7495
"SANATORIO M.Q. CRISTO REY, S.A.",A23008808,B,N,S,"Paseo Estación, 40",23008,JAÉN,JAÉN,ANDALUCÍA,953250458,37.7692,-3.7903
"SANATORIO NUESTRA SEÑORA DEL ROSARIO, GRUPO HCM",R2800917C,A,S,S,"Principe de Vergara, 53",28006,MADRID,MADRID,C. MADRID,917814846,40.4344,-3.6805
SANATORIO SAGRADO CORAZÓN DE JESUS,R4700203E,A,S,S,"Fidel Recio, 1",47002,VALLADOLID,VALLADOLID, CASTILLA LEÓN,983299000,41.6509,-4.7226
SANATORIO SAN JORGE,B03002250,B,NO,SI,"Oliver, 55",03802,ALCOY,ALICANTE,C. VALENCIANA,965330400,38.7054,-0.4743
SANCHO-LLORENS CLÍNICA,B96195276,C2,N,N,"Avda.Corts Valencianes,102",46650,CANALS,VALENCIA,C. VALENCIANA,962242037,38.9621,-0.5838
SANDALO FISIOTERAPIA SC ,J23733892,C2,N,N,"Cid Campeador, 5 (local)",23700,LINARES,JAEN,ANDALUCÍA,953073449,38.0951,-3.6345
SANTO DOMINGO FISIOTERAPIA S.L.,B11699436,C2,N,N,"Zaragoza, 34 bajo",11405,JEREZ DE LA FRONTERA,CÁDIZ,ANDALUCÍA,956347902,36.6865,-6.1361
SANUR SALUD,B04681805,C2,N,N,"Avda. Cabo de Gata, 36",04007,ALMERIA ,ALMERIA,ANDALUCÍA,950932146,36.8381,-2.4597
SANYSA DE LEVANTE S.L,B42657783,C2,N,N,AVDA ORIHUELA 78,03160,ALMORADI,ALICANTE,VALENCIANA,966190627,38.1088,-0.792
SEMECOR S.L,B32166209,C2,N,N,"Rua Mateo de Prado, 1",32002,OURENSE,OURENSE,GALICIA,988243300,42.322833333333335,-7.888283333333334
SERVEIS AUXILIAR DE MEDICINA INTEGRAL ,B60096302,C2,N,N,"Anselm Clavé, 177",08640,OLESA DE MONTSERRAT,BARCELONA,CATALUÑA,937785303,41.5437,1.8941
SERVEIS MEDICS PENEDES,B60341278,C2,N,N,"Pza. Creu de Sta. Digna, 1",08720,VILA FRANCA DEL PENEDES,BARCELONA,CATALUÑA,938172999,41.35,1.7
"SERVEIS MONTSÌA SALUT,INSTITUT MÈDIC ESPECIALITZAT",B66980152,C2,NO,NO,AV. DR. FERRAN 73,43540,SANT CARLES DE LA RÁPITA,TARRAGONA,CATALUNYA,931227672,40.6167,0.6
"SERVICIOS DE FISIOTERAPIA, SA (CORPORACIÓ FISIOGESTIÓN) - Roger de Llúria",A08801102,C2,,,"C. Roger de Llúria, 33 Bajos",08009,BARCELONA,BARCELONA,CATALUÑA,935131690,41.3953,2.1698
SERVICIOS MÉDICOS FISIO ESTADI S.L.,B11933330,C2,N,N,"Jaime Roig, 20",08028,BARCELONA,BARCELONA,CATALUÑA,956307462,41.378,2.1278
"SERVICIOS MÉDICOS TRAUMARE, S.L.                                                                                 ",B25064619,C2,N,N,"Avda. Blondel, 98",25002,LLEIDA ,LLEIDA ,CATALUÑA,973268599,41.6134,0.6218
"SERVICIOS MÉDICOS Y DE PREVENCIÓN LABORAL SEMAD, S.L. (POLIclínica MEDICA SEMAD, S.L.)",B33070459,C2,N,N,C/ Jesus Alonso Braga 13,33930,LANGREO,ASTURIAS,ASTURIAS,985681477,43.3197,-5.7067
SERVICIOS SANITARIOS PARQUE CENTRO S.L.,B91016253,C2,N,N,"General Prim, s/n local 1",41500,ALCALÁ DE GUADAIRA,SEVILLA,ANDALUCÍA,955610512/954102875,37.3379,-5.8395
SERVICIOS SANITARIOS Y PARASANITARIOS SL (clínica CENTRO SUR),B86196847,C2,NO,NO,CALLE CONCORDIA 3-5,28350,CIEMPOZUELOS,MADRID,MADRID,8015643,40.1581,-3.6227
SERVICIOS Y CONSULTAS MÉDICAS S.L. (INSTITUTO CHARBEL),B11622032,C2,N,N,Tecnología Parc. B10 Parque Empresarial,11407,JEREZ DE LA FRONTERA,CÁDIZ,ANDALUCÍA,956306868,36.6865,-6.1361
"SERVIMEDIC, REHABILITACIÓN Y TRAUMATOLOGIA SL",B59818229,C2,N,N,"Galileo 300, bajos",08028,BARCELONA,BARCELONA,CATALUÑA,934906233,41.378,2.1278
SERVISALUS S.L.,B93473205,C2,N,N,"ARQUIMEDES, 32 V 1º PLANTA",29100,COIN,MALAGA,ANDALUCÍA,951265147 / 654373214,36.6618,-4.7533
CLINICA RS64,B93575777,C2,NO,NO,Avenida Ricardo Soriano 64,1981-01-15 00:00:00,MARBELLA,MALAGA,ANDALUCIA,"952 900 980

646886678",,
SINTAGMA CENTRO DE TERAPIA INTEGRAL SL,B18792846,C2,,,"Candida jimenez cazorla, bloque c, 2-3 ",18600,MOTRIL,GRANADA,ANDALUCÍA ,678501130,36.745475,-3.51035
"SMD INDUCTOR DE ANALGESIA, S.L.",B19531334,C2,N,N,"Avda. Del Conocimiento, 12",18016,GRANADA,GRANADA,ANDALUCÍA,958089703/958870200,37.13415,-3.6118
SOCIEDAD  MEDICA ALCAYMA(CM ALCORES),B90271305,C2,N,,"CERVANTES,11",41510,MAIRENA DEL ALCOR,SEVILLA,ANDALUCÍA,955942087,37.373,-5.7495
SOLEUS FISIOTERAPIA,53484423Q,C2,NO,NO,FINCHEIRA 2A BAJO,15920,RIANXO,A CORUÑA,GALICIA,670410919,42.6509,-8.816266666666667
SOLUCION ACCIDENTADOS REMUBRI S.L NERVION,B11936564,C2,N,N,"C/BALTASAR GRACIAN, N/5, BAJO A",41007,SEVILLA,SEVILLA,ANDALUCÍA,956307462,37.3983,-5.9583
STC FISIOTERAPIA S.L.,B90214669,C2,N,N,"Canonigo, 23 Local ",41701,DOS HERMANAS,SEVILLA,ANDALUCÍA,956830569/673705777,37.2832,-5.9264
SUSANA RUIZ CAMACHO (RC FISIOTERAPIA ZONA NORTE),52583787Z,C2,,,"Huerto Carrión, 20A",29700,VELEZ-MALAGA,MALAGA,ANDALUCÍA,952508328,36.778,-4.1523
TERAPIA FUNCIONAL CASTAÑO (Estefania Castaño Marquez),76085823Y,C2,,,Calle San Jose 18 Bajo,11510,Puerto Real,CADIZ,ANDALUCIA,690 606 381 - 856 659 077,36.52935,-6.18945
"TERAPIAS MEDICAS DOMICILIARIAS, S.L (HOSPITAL DE MOLINA)",B45395993,A ,S,S,"Asociación, s/n",30500,MOLINA DE SEGURA,MURCIA,REGIÓN DE MURCIA,968644030,38.0546,-1.2076
THERAPY TRAINER SL,B25607847,C2,N,N,Plaça Amics de Lleida s/n,25008,LLEIDA,LLEIDA,CATALUÑA,973 242 317,41.6228,0.6216
TORRE SANTA,B87636502,C2,N,N,PASAJE PEÑA 1,39008,SANTANDER,SANTANDER,CANTABRIA,669941987,43.4587,-3.8191
"TORTOSA SALUT, SL",B55587786,B,N,S,"Plaça 1 d'octubre, 6-8",43500,TORTOSA,TARRAGONA,CATALUÑA,977 588 207,40.81125,0.5220499999999999
TRAFIC BAIX S.L.P,G58157728,C2,N,N,"Carretera de Santa Creu de Calafell, 135, BAJOS",08850,GAVÀ ,BARCELONA,CATALUÑA,936621497,41.3061,2.0012
TRAUMA SALUT ASSISTENCIAL PRAT SLP,B60769908,C2,N,N,Enric Morera 20,08820,EL PRAT DE LLOBREGAT,BARCELONA,CATALUÑA,933 703 738,41.3278,2.0947
TRAUMADEPOR,50721068L,C2,N,N,"Avda. Goleta, 25",03540,ALICANTE,ALICANTE,C. VALENCIANA,965161096,38.49665,-0.29955
INSTITUTO DR. ALBAREDA S.L.P.,B66811977,C2,N,N,Rambla Brasil 10-12 1r 2a,08028,BARCELONA,BARCELONA,CATALUÑA,933399754,41.378,2.1278
TRAUMALEVANTE EL EJIDO,B11873106,C2,NO,NO,"C/ LOBERO 28, 1 D",04700,EL EJIDO,ALMERIA,ANDALUCÍA,670642054,36.79915,-2.8335999999999997
TRAUMALEVANTE LA LINEA,B11873106,C2,NO,NO,C/ MENENDEZ PELAYO 35,11300,LA LINEA,CADIZ,ANDALUCÍA,670642054,36.1681,-5.3478
TRAUMAPONIENTE S.L.,B11873098,C2,N,N,"Avda Carlos III, 663",04720,AGUADULCE (ROQUETAS DE MAR),ALMERIA,ANDALUCÍA,956345639,36.8127,-2.5799
"TREDIC, S.A. ( CENTRE MÈDIC EL MASNOU)",A08910127,C2,N,N,"C/ D' ITALIA, 1",08320,EL MASNOU,BARCELONA,CATALUÑA,935555253,41.4874,2.326
TRESSALUD FUENLABRADA ,33514962Y,C2,N,N,"CALLE OVIEDO,13",28942,FUENLABRADA,MADRID,C. MADRID,640367241,40.2925,-3.8136
UEN BARCELLONA,B64204290,C2,NO,NO,"PASSEIG DE LA VALL D'HEBRON,159-169",08035,BARCELONA,BARCELONA,CATALUNYA,934285443,41.4262,2.1413
UEN TARRAGONA,B64204290,C2,NO,NO,"REQUET DE FELIX,35",43480,VILA-SECA,TARRAGONA,CATALUNYA,977396260,41.1167,1.15
ULTRALIMEX,B90103094,C2,N,N,Av. Del Barrerillo nº 5,41930,BORMUJOS,SEVILLA,ANDALUCÍA,955726299,37.3715,-6.0723
UNION DE MÉDICOS DE RONDA SL,B92697481,C2,,,"Avda. Andalucía, 16 Bajo",29400,RONDA,MALAGA,ANDALUCÍA,952161328,36.73585,-5.1569
UNIÓN MÉDICA DEL CONDADO,B21501929,C2,N,N,"Bodegas infantes, 54 Polígono la Dehesa",00nan,LA PALMA DEL CONDADO,HUELVA,ANDALUCÍA,959401921,,
"UNIVERSAL MÉDICO QUIRURGICA, S.A. (HM VALLES) (HM VALLES)",A28026003,B,N,S,"Santiago, 14",28801,ALCALÁ DE HENARES,MADRID,C. MADRID,918883262-67239156,40.482,-3.36
URGENCIAS SAN ROQUE,B21258017,C2,N,N,"AV. ANTONIO CONCEPCION REBOUZA, nº 28 D",21400,AYAMONTE,HUELVA,ANDALUCÍA,959382020,37.2154,-7.4037
URGENCIAS SAN ROQUE DE LEPE S.L.,B21258017,C2,N,N,"Mayor,  94-96",00nan,LEPE,HUELVA,ANDALUCÍA,959382020,,
POLICLINICA CALELLA,B63480438,C2,N,N,"Anselm Clave,148",08370,CALELLA,BARCELONA,CATALUÑA,937694588,41.6168,2.6691
VITACENTER,B06451405,C2,NO,NO,CRTA VILLANUEVA Nº 40,06380,JEREZ DE LOS CABALLEROS,BADAJOZ,EXTREMADURA,629757790,38.3206,-6.7726
VITAL & CLINIC (HUSE ADVANCED CLINIC S.L),B93450658,C2,,,Avenida Camino viejo de Velez-Malaga,29716,VELEZ ,MALAGA,ANDALUCÍA,951284925,36.873,-4.0825
HOSPITAL REY DON JAIME (VITHAS CASTELLON),B96994231,A,SI,SI,"Carrer Santa Maria Rosa Molas, 25",12004,CASTELLÓN,CASTELLÓN,COMUNIDAD VALENCIANA,964726000,40.2108,0.0272
VITHAS CENTRO MEDICO LA ROSALEDA,B14708945,C1,N,N,"Paseo Martiricos, s/n ",29011,MÁLAGA,MÁLAGA,ANDALUCÍA,952965126,36.7202,-4.4203
VITHAS FIMEGA PONTEVEDRA),B36787844,C2,N,N,"Avda.Eduardo Pondal,68",    36003,PONTEVEDRA,PONTEVEDRA,GALICIA,986 868544,,
VITHAS HOSPITAL NUESTRA SEÑORA DE FATIMA,B36787844,A,S,S,"Via Norte, 48",36206,VIGO,PONTEVEDRA,GALICIA,986821100,42.2351,-8.705
VITHAS HOSPITAL NUESTRA SEÑORA DE LA SALUD,B36787844,A,S,S,"Avda. Santa Maria de la Alhambra, 6",180008,GRANADA,GRANADA,ANDALUCÍA,958808880,,
VITHAS HOSPITAL NUESTRA SRA. DE AMERICA,A28235224,A,S,S,"Arturo Soria, 103",00nan,MADRID,MADRID,C. MADRID,912143244  ,,
VITHAS HOSPITAL PARQUE SAN ANTONIO,B14708945,A,S,S,"Avda. Pintor Joaquin Sorolla, 2",00nan,MÁLAGA,MÁLAGA,ANDALUCÍA,952121100 / 606325755,,
VITHAS HOSPITAL PERPETUO SOCORRO,A03000684,A,S,S,"Plaza Dr. Gómez Ulla, 15",00nan,ALICANTE,ALICANTE,C. VALENCIANA,965201100,,
VITHAS HOSPITAL VIRGEN DEL MAR,A04024071,A,S,S,"Ctra. Mami, km. 1",04009,ALMERIA,ALMERIA,ANDALUCÍA,950217100,36.8381,-2.4597
VITHAS HOSPITAL XANIT INTERNACIONAL,B14708945,A,S,S,"Av. De los Argonautas, s/n ",29630,ARROYO DE LA MIEL-BENALMADENA,MÁLAGA,ANDALUCÍA,952367190,36.6,-4.5368
"ZULAICA CENTRO DE REHABILITACIÓN, S.L.",B78568409,C2,N,N,"Fernando el Católico, 12",28015,MADRID,MADRID,C. MADRID,914476796,40.4319,-3.7106
"ZUZPERTU, S.L.",B20466694,C2,N,N,"Amara, 9 bajo",20006,DONOSTIA-SAN SEBASTIAN,GUIPUZCOA,PAÍS VASCO,943463144,43.3128,-1.975
VITHAS SALUD EL EJIDO,A04024071,C2,,,Avenida Ciavieja nº 15,04700,EL EJIDO,ALMERIA,ANDALUCIA,950014413,36.79915,-2.8335999999999997
CENTRO MEDICO RECOLETAS GUARDO,B34002592,C2,,,Paseo del Ayuntamiento nº 3,34880,GUARDO,PALENCIA,CASTILLA LEÓN,983218010,42.7896,-4.8472
CLINICA VILCOS S.L,B56081185,C2,,,Avenida Goya 22,14700,PALMA DEL RIO,CORDOBA,ANDALUCIA,957643842/ 650826370,37.7002,-5.2812
FISIOTERAPIA Y TRAUMATOLOGIA ALFAREROS,B04971248,C2,,,Rambla Alfareros nº 12,04003,ALMERIA,ALMERIA,ANDALUCIA,611128802,36.8381,-2.4597
